ProcessName,SubjectUserName,@timestamp,host,Hostname,EventID,SubjectLogonId,ProcessId,LogonType,TargetLogonId,WorkstationName,IpAddress,TargetUserName,PrivilegeList,CommandLine,ParentProcessName,NewProcessId,NewProcessPath,NewProcessName,ParentProcessNameOnly,suspicious_office_spawn,suspicious_svchost,exit_time,duration_seconds,obfuscated_command
,SCRANTON$,2020-05-02 03:20:06.765000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd8c,,0x0,,,-,,"""ipconfig.exe"" /all",C:\WindowsAzure\Packages\GuestAgent\WindowsAzureGuestAgent.exe,0x13d8,ipconfig.exe,ipconfig.exe,windowsazureguestagent.exe,False,False,2020-05-02 03:20:07.155000+00:00,0.39,False
,SCRANTON$,2020-05-02 03:20:06.765000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x13d8,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\ipconfig.exe,0x13e4,\??\C:\windows\system32\conhost.exe,conhost.exe,ipconfig.exe,False,False,2020-05-02 03:20:07.155000+00:00,0.39,False
,SCRANTON$,2020-05-02 03:20:07.155000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd8c,,0x0,,,-,,"""route.exe"" print",C:\WindowsAzure\Packages\GuestAgent\WindowsAzureGuestAgent.exe,0xd14,route.exe,route.exe,windowsazureguestagent.exe,False,False,2020-05-02 03:20:07.157000+00:00,0.002,False
,SCRANTON$,2020-05-02 03:20:07.155000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd14,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\ROUTE.EXE,0xf90,\??\C:\windows\system32\conhost.exe,conhost.exe,route.exe,False,False,2020-05-02 03:20:07.157000+00:00,0.002,False
,SCRANTON$,2020-05-02 03:20:07.156000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xc6c,,0x0,,,-,,C:\windows\system32\netsh.exe trace stop,C:\Packages\Plugins\Microsoft.Azure.NetworkWatcher.NetworkWatcherAgentWindows\1.4.1421.1\NetworkWatcherAgent\NetworkWatcherAgent.exe,0x111c,C:\windows\system32\netsh.exe,netsh.exe,networkwatcheragent.exe,False,False,2020-05-02 03:20:07.530000+00:00,0.374,False
,SCRANTON$,2020-05-02 03:20:07.156000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x111c,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\netsh.exe,0xd08,\??\C:\windows\system32\conhost.exe,conhost.exe,netsh.exe,False,False,2020-05-02 03:20:07.530000+00:00,0.374,False
,SCRANTON$,2020-05-02 03:20:07.529000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd8c,,0x0,,,-,,"""arp.exe"" /a",C:\WindowsAzure\Packages\GuestAgent\WindowsAzureGuestAgent.exe,0x119c,arp.exe,arp.exe,windowsazureguestagent.exe,False,False,2020-05-02 03:20:07.529000+00:00,0.0,False
,SCRANTON$,2020-05-02 03:20:07.529000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x119c,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\ARP.EXE,0x12f4,\??\C:\windows\system32\conhost.exe,conhost.exe,arp.exe,False,False,2020-05-02 03:20:07.529000+00:00,0.0,False
,SCRANTON$,2020-05-02 03:20:07.530000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\system32\svchost.exe -k appmodel -p -s StateRepository,C:\Windows\System32\services.exe,0x13b4,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,,,False
,SCRANTON$,2020-05-02 03:20:07.530000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xda8,,0x0,,,-,,"""ipconfig.exe"" /all",C:\WindowsAzure\Packages\Telemetry\WindowsAzureTelemetryService.exe,0x13f0,ipconfig.exe,ipconfig.exe,windowsazuretelemetryservice.exe,False,False,2020-05-02 03:20:07.531000+00:00,0.001,False
,SCRANTON$,2020-05-02 03:20:07.530000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd20,,0x0,,,-,,"""logman.exe"" create trace GAEvents -max 50 -f bincirc -o C:\WindowsAzure\Logs\WaAppAgent.etl -p ""{3000b92b-ca8b-4269-90ea-c4185ee09e92}""",C:\WindowsAzure\Packages\WaAppAgent.exe,0x13ec,logman.exe,logman.exe,waappagent.exe,False,False,2020-05-02 03:20:07.531000+00:00,0.001,False
,SCRANTON$,2020-05-02 03:20:07.530000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x13ec,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\logman.exe,0x43c,\??\C:\windows\system32\conhost.exe,conhost.exe,logman.exe,False,False,2020-05-02 03:20:07.531000+00:00,0.001,False
,SCRANTON$,2020-05-02 03:20:07.531000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x13f0,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\ipconfig.exe,0x123c,\??\C:\windows\system32\conhost.exe,conhost.exe,ipconfig.exe,False,False,2020-05-02 03:20:07.531000+00:00,0.0,False
,SCRANTON$,2020-05-02 03:20:07.531000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd20,,0x0,,,-,,"""logman.exe"" start GAEvents",C:\WindowsAzure\Packages\WaAppAgent.exe,0xd5c,logman.exe,logman.exe,waappagent.exe,False,False,2020-05-02 03:20:07.537000+00:00,0.006,False
,SCRANTON$,2020-05-02 03:20:07.531000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd5c,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\logman.exe,0x11b0,\??\C:\windows\system32\conhost.exe,conhost.exe,logman.exe,False,False,2020-05-02 03:20:08+00:00,0.46900000000000003,False
,SCRANTON$,2020-05-02 03:20:07.531000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x3e5,,,LOCAL SERVICE,,"""C:\Program Files\Windows Defender\NisSrv.exe""",C:\Windows\System32\services.exe,0x1284,C:\Program Files\Windows Defender\NisSrv.exe,nissrv.exe,services.exe,False,False,2020-05-02 03:20:08.001000+00:00,0.47000000000000003,False
,SCRANTON$,2020-05-02 03:20:07.533000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xda8,,0x0,,,-,,"""route.exe"" print",C:\WindowsAzure\Packages\Telemetry\WindowsAzureTelemetryService.exe,0x7c4,route.exe,route.exe,windowsazuretelemetryservice.exe,False,False,2020-05-02 03:20:07.537000+00:00,0.004,False
,SCRANTON$,2020-05-02 03:20:07.534000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x3e5,,,LOCAL SERVICE,,C:\windows\System32\svchost.exe -k LocalServiceNoNetwork -p -s pla,C:\Windows\System32\services.exe,0x10ac,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,,,False
,SCRANTON$,2020-05-02 03:20:07.536000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x7c4,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\ROUTE.EXE,0x310,\??\C:\windows\system32\conhost.exe,conhost.exe,route.exe,False,False,2020-05-02 03:20:07.537000+00:00,0.001,False
,SCRANTON$,2020-05-02 03:20:07.537000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xda8,,0x0,,,-,,"""arp.exe"" /a",C:\WindowsAzure\Packages\Telemetry\WindowsAzureTelemetryService.exe,0xf78,arp.exe,arp.exe,windowsazuretelemetryservice.exe,False,False,2020-05-02 03:20:08.002000+00:00,0.465,False
,SCRANTON$,2020-05-02 03:20:07.537000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd20,,0x0,,,-,,"""logman.exe"" create trace RTEvents -max 50 -f bincirc -o C:\WindowsAzure\Logs\RuntimeEvents.etl -pf C:\WindowsAzure\Packages\GuestAgent\ProviderGuids.txt",C:\WindowsAzure\Packages\WaAppAgent.exe,0x13dc,logman.exe,logman.exe,waappagent.exe,False,False,2020-05-02 03:20:08+00:00,0.463,False
,SCRANTON$,2020-05-02 03:20:07.537000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xf78,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\ARP.EXE,0x13f4,\??\C:\windows\system32\conhost.exe,conhost.exe,arp.exe,False,False,2020-05-02 03:20:08.002000+00:00,0.465,False
,SCRANTON$,2020-05-02 03:20:07.537000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x13dc,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\logman.exe,0x13d4,\??\C:\windows\system32\conhost.exe,conhost.exe,logman.exe,False,False,2020-05-02 03:20:08+00:00,0.463,False
,SCRANTON$,2020-05-02 03:20:08.001000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd20,,0x0,,,-,,"""logman.exe"" start RTEvents",C:\WindowsAzure\Packages\WaAppAgent.exe,0x11bc,logman.exe,logman.exe,waappagent.exe,False,False,2020-05-02 03:20:08.002000+00:00,0.001,False
,SCRANTON$,2020-05-02 03:20:08.001000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x11bc,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\logman.exe,0xd88,\??\C:\windows\system32\conhost.exe,conhost.exe,logman.exe,False,False,2020-05-02 03:20:08.002000+00:00,0.001,False
,SCRANTON$,2020-05-02 03:20:08.001000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x3e5,,,LOCAL SERVICE,,"""C:\Program Files\Windows Defender\NisSrv.exe""",C:\Windows\System32\services.exe,0xd14,C:\Program Files\Windows Defender\NisSrv.exe,nissrv.exe,services.exe,False,False,2020-05-02 03:20:07.157000+00:00,,False
,SCRANTON$,2020-05-02 03:20:08.003000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd20,,0x0,,,-,,"""sc.exe"" config RdAgent error= normal",C:\WindowsAzure\Packages\WaAppAgent.exe,0xf90,sc.exe,sc.exe,waappagent.exe,False,False,2020-05-02 03:20:07.157000+00:00,,False
,SCRANTON$,2020-05-02 03:20:08.003000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xf90,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\sc.exe,0x1230,\??\C:\windows\system32\conhost.exe,conhost.exe,sc.exe,False,False,2020-05-02 03:20:15.313000+00:00,7.3100000000000005,False
,SCRANTON$,2020-05-02 03:20:08.003000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\System32\svchost.exe -k netsvcs -p -s BITS,C:\Windows\System32\services.exe,0x354,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:22:42.870000+00:00,154.86700000000002,False
,SCRANTON$,2020-05-02 03:20:08.004000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x3e5,,,LOCAL SERVICE,,C:\windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p -s SSDPSRV,C:\Windows\System32\services.exe,0x1284,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:20:08.001000+00:00,,False
,SCRANTON$,2020-05-02 03:20:15.314000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd20,,0x0,,,-,,"""sc.exe"" config WindowsAzureTelemetryService error= normal",C:\WindowsAzure\Packages\WaAppAgent.exe,0x268,sc.exe,sc.exe,waappagent.exe,False,False,2020-05-02 03:20:15.320000+00:00,0.006,False
,SCRANTON$,2020-05-02 03:20:15.314000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x268,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\sc.exe,0x1198,\??\C:\windows\system32\conhost.exe,conhost.exe,sc.exe,False,False,2020-05-02 03:20:15.320000+00:00,0.006,False
,SCRANTON$,2020-05-02 03:20:15.315000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd8c,,0x0,,,-,,"""BfeToolWin8.exe"" /restricthostaccess 168.63.129.16",C:\WindowsAzure\Packages\GuestAgent\WindowsAzureGuestAgent.exe,0x1414,BfeToolWin8.exe,bfetoolwin8.exe,windowsazureguestagent.exe,False,False,2020-05-02 03:20:15.318000+00:00,0.003,False
,SCRANTON$,2020-05-02 03:20:15.316000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x1414,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\WindowsAzure\Packages\GuestAgent\BfeToolWin8.exe,0x142c,\??\C:\windows\system32\conhost.exe,conhost.exe,bfetoolwin8.exe,False,False,2020-05-02 03:20:15.318000+00:00,0.002,False
,SCRANTON$,2020-05-02 03:20:15.319000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\system32\wbem\WmiApSrv.exe,C:\Windows\System32\services.exe,0x1460,C:\windows\system32\wbem\WmiApSrv.exe,wmiapsrv.exe,services.exe,False,False,2020-05-02 03:20:16.751000+00:00,1.4320000000000002,False
,SCRANTON$,2020-05-02 03:20:15.323000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0xd20,,0x0,,,-,,"""sc.exe"" config WindowsAzureGuestAgent error= normal",C:\WindowsAzure\Packages\WaAppAgent.exe,0x1488,sc.exe,sc.exe,waappagent.exe,False,False,2020-05-02 03:20:15.323000+00:00,0.0,False
,SCRANTON$,2020-05-02 03:21:15.330000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,"""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /svc",C:\Windows\System32\services.exe,0x1f58,C:\Program Files (x86)\Google\Update\GoogleUpdate.exe,googleupdate.exe,services.exe,False,False,2020-05-02 03:21:15.340000+00:00,0.01,False
,SCRANTON$,2020-05-02 03:21:15.336000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x1f58,,0x0,,,-,,"""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /c",C:\Program Files (x86)\Google\Update\GoogleUpdate.exe,0x1f84,C:\Program Files (x86)\Google\Update\GoogleUpdate.exe,googleupdate.exe,googleupdate.exe,False,False,2020-05-02 03:21:21.018000+00:00,5.682,False
,SCRANTON$,2020-05-02 03:21:16.344000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x3e4,,,SCRANTON$,,C:\windows\System32\svchost.exe -k NetworkService -p,C:\Windows\System32\services.exe,0x1f94,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:21:25.656000+00:00,9.312000000000001,False
,SCRANTON$,2020-05-02 03:21:16.353000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\system32\SgrmBroker.exe,C:\Windows\System32\services.exe,0x1fbc,C:\windows\system32\SgrmBroker.exe,sgrmbroker.exe,services.exe,False,False,,,False
,SCRANTON$,2020-05-02 03:21:16.356000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x1f84,,0x0,,,-,,"""C:\Program Files (x86)\Google\Update\1.3.35.452\GoogleCrashHandler.exe""",C:\Program Files (x86)\Google\Update\GoogleUpdate.exe,0x1fd0,C:\Program Files (x86)\Google\Update\1.3.35.452\GoogleCrashHandler.exe,googlecrashhandler.exe,googleupdate.exe,False,False,2020-05-02 03:21:21.018000+00:00,4.662,False
,SCRANTON$,2020-05-02 03:21:16.357000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x1f84,,0x0,,,-,,"""C:\Program Files (x86)\Google\Update\1.3.35.452\GoogleCrashHandler64.exe""",C:\Program Files (x86)\Google\Update\GoogleUpdate.exe,0x1fd8,C:\Program Files (x86)\Google\Update\1.3.35.452\GoogleCrashHandler64.exe,googlecrashhandler64.exe,googleupdate.exe,False,False,2020-05-02 03:21:21.018000+00:00,4.6610000000000005,False
,SCRANTON$,2020-05-02 03:21:16.362000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x3e4,,,SCRANTON$,,C:\windows\system32\sppsvc.exe,C:\Windows\System32\services.exe,0x1fec,C:\windows\system32\sppsvc.exe,sppsvc.exe,services.exe,False,False,2020-05-02 03:21:51.313000+00:00,34.951,False
,SCRANTON$,2020-05-02 03:21:16.407000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\system32\svchost.exe -k netsvcs -p -s UsoSvc,C:\Windows\System32\services.exe,0x1db8,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,,,False
,SCRANTON$,2020-05-02 03:21:16.419000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x3e5,,,LOCAL SERVICE,,C:\windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s wscsvc,C:\Windows\System32\services.exe,0x10b8,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,,,False
,SCRANTON$,2020-05-02 03:21:16.426000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x13069a,,,pbeesly,,C:\windows\system32\svchost.exe -k UnistackSvcGroup,C:\Windows\System32\services.exe,0x1078,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:19:26.074000+00:00,,False
,SCRANTON$,2020-05-02 03:21:18.639000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x3b0,,0x13069a,,,pbeesly,,C:\Windows\System32\smartscreen.exe -Embedding,C:\Windows\System32\svchost.exe,0x1ec8,C:\Windows\System32\smartscreen.exe,smartscreen.exe,svchost.exe,False,False,2020-05-02 03:26:20.344000+00:00,301.70500000000004,False
,pbeesly,2020-05-02 03:21:18.644000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x13069a,0x1808,,0x0,,,-,,"""C:\Windows\System32\SecurityHealthSystray.exe"" ",C:\Windows\explorer.exe,0x1b38,C:\Windows\System32\SecurityHealthSystray.exe,securityhealthsystray.exe,explorer.exe,False,False,,,False
,SCRANTON$,2020-05-02 03:21:18.657000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\system32\SecurityHealthService.exe,C:\Windows\System32\services.exe,0x15f4,C:\windows\system32\SecurityHealthService.exe,securityhealthservice.exe,services.exe,False,False,,,False
,pbeesly,2020-05-02 03:21:18.664000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x13069a,0x1808,,0x0,,,-,,"C:\windows\system32\cmd.exe /c """"C:\Windows\System32\hostui.bat"" """,C:\Windows\explorer.exe,0xe3c,C:\windows\system32\cmd.exe,cmd.exe,explorer.exe,False,False,2020-05-02 03:21:31.720000+00:00,13.056000000000001,False
,pbeesly,2020-05-02 03:21:18.665000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x13069a,0xe3c,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\cmd.exe,0x6b8,\??\C:\windows\system32\conhost.exe,conhost.exe,cmd.exe,False,False,2020-05-02 03:19:26.059000+00:00,,False
,pbeesly,2020-05-02 03:21:19.896000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x13069a,0xe3c,,0x0,,,-,,"powershell.exe  -c ""Start-Process C:\Windows\System32\hostui.exe -verb runas""",C:\Windows\System32\cmd.exe,0xb08,powershell.exe,powershell.exe,cmd.exe,False,False,2020-05-02 03:21:31.718000+00:00,11.822000000000001,False
,SCRANTON$,2020-05-02 03:21:21.026000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x14dc,,0x13069a,,,pbeesly,, -c -s 0 -f 0 -t Empty -m Empty -a 0 -u Empty,C:\Windows\System32\winlogon.exe,0xd78,-c,-c,winlogon.exe,False,False,2020-05-02 03:21:22.151000+00:00,1.125,False
,SCRANTON$,2020-05-02 03:21:22.160000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s StorSvc,C:\Windows\System32\services.exe,0x6bc,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,,,False
,SCRANTON$,2020-05-02 03:21:23.334000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\System32\svchost.exe -k wsappx -p -s ClipSVC,C:\Windows\System32\services.exe,0x1198,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:20:15.320000+00:00,,False
,SCRANTON$,2020-05-02 03:18:29.127000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\system32\svchost.exe -k appmodel -p -s camsvc,C:\Windows\System32\services.exe,0xa6c,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:19:26.010000+00:00,56.883,False
,SCRANTON$,2020-05-02 03:18:33.236000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x1058,,0x0,,,-,,"""LogonUI.exe"" /flags:0x4 /state0:0xa3cb8855 /state1:0x41c64e6d",C:\Windows\System32\winlogon.exe,0x1bec,LogonUI.exe,logonui.exe,winlogon.exe,False,False,2020-05-02 03:19:24.873000+00:00,51.637,False
,SCRANTON$,2020-05-02 03:18:34.330000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\system32\svchost.exe -k wsappx -p -s AppXSvc,C:\Windows\System32\services.exe,0x14d4,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:19:26.016000+00:00,51.686,False
